OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,AIRPORTCODE,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
469,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,469,Melbourne,Operational,MEL,,Melbourne Airport,Victoria,4,20121001,,-37.687098251,144.848189528
470,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,470,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.972334551,145.090773498
471,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,471,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.97238214,145.091130417
472,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,472,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9724297289999,145.091499233
473,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,473,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.972477318,145.091832358
474,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,474,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.972524908,145.092165483
475,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,475,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9724892159999,145.092665169
476,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,476,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9725962909999,145.093022089
477,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,477,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.972608189,145.093343316
478,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,478,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.973143567,145.089072183
479,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,479,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.973143567,145.089500486
480,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,480,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9731554649999,145.089869303
481,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,481,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.973286335,145.090309503
482,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,482,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.973357719,145.090916266
483,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,483,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.973607562,145.093176753
484,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,484,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9734885889999,145.09274845
485,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,485,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9745712439999,145.092903115
486,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,486,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.974511757,145.092296353
487,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,487,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9744046819999,145.091487336
488,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,488,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.974345195,145.090904368
489,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,489,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9742381189999,145.090107249
490,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,490,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9740953519999,145.088858032
491,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,491,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.974166736,145.089524281
492,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,492,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9750233419999,145.089809816
493,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,493,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9746307309999,145.089916892
494,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,494,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9747972929999,145.087680199
495,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,495,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.974975752,145.090392784
496,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,496,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.975142315,145.091772871
497,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,497,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9752136979999,145.093188651
498,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,498,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.975534926,145.093141062
499,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,499,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.975653899,145.094080949
500,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,500,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.975320774,145.09416423
501,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,501,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9784735599999,145.094176127
502,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,502,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.978830479,145.094211819
503,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,503,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9791992959999,145.094128538
504,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,504,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.979913134,145.094009565
505,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,505,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.980162977,145.094021462
506,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,506,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.980472307,145.09398577
507,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,507,Melbourne-Moorabbin,Operational,MBW,,Moorabbin Airport,Victoria,4,20121001,,-37.9809244049999,145.09416423
508,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,508,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.6697985289999,139.493041976
509,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,509,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.669827083,139.492813547
510,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,510,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.669855636,139.492620811
511,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,511,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.6699056049999,139.49240666
512,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,512,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.669998404,139.492064017
513,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,513,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.6692774269999,139.491728513
514,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,514,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.669234597,139.491914111
515,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,515,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.669184628,139.492149678
516,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,516,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.669127521,139.492385244
517,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,517,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.669084691,139.492563704
518,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,518,Mount Isa,Operational,ISA,,Mount Isa,Queensland,4,20121001,,-20.6669931449999,139.491314487
519,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,519,Newman,Operational,ZNE,,Newman,Western Australia,4,20121001,,-23.4171102789999,119.800831852
520,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,520,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.7876324609999,138.639126882
521,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,521,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.7882968069999,138.638417648
522,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,522,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.788539203,138.63822014
523,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,523,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.7887815989999,138.638004677
524,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,524,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.789059906,138.63776228
525,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,525,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.7895357209999,138.637331353
526,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,526,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.79007438,138.636792695
527,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,527,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.790218022,138.635697423
528,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,528,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.789966648,138.635257518
529,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,529,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.789562654,138.634682949
530,Hangar,A large building located at an airport where aircraft are stored and maintained,Hangar,530,Adelaide-Parafield,Operational,PAL,,Parafield,South Australia,4,20121001,,-34.789167638,138.634099402
